fp3,fp3_time,fp2,fp2_time,fp1,fp1_time,qp,qp_time,race,race_time,

,,











16,2.326,15,2.782,9,3.418,15,132.558,14,999.999,
16,2.298,18,3.335,14,131.317,13,999.999,

16,1.700,16,1.907,19,4.832,19,110.686,13,999.999,
18,3.110,15,2.817,14,2.640,17,139.724,16,999.999,
