fp3,fp3_time,fp2,fp2_time,fp1,fp1_time,qp,qp_time,race,race_time,

,,













15,2.340,17,3.319,14,2.932,19,136.889,13,999.999,
17,1.804,17,2.306,20,999.999,18,999.999,20,999.999,
20,3.256,19,3.619,20,3.579,20,140.471,15,999.999,
