fp3,fp2,fp1,qp,race,
2,3,2,3,3,
3,9,,3,6,
4,2,14,1,3,
3,3,2,3,1,
4,2,2,3,20,
3,10,4,3,4,
5,4,3,3,2,
1,2,6,2,2,
3,3,3,1,1,
3,1,1,9,2,
3,3,5,3,3,
5,3,6,3,5,
18,1,2,4,2,
8,4,6,6,3,
4,7,7,5,5,
1,5,6,4,
3,4,3,3,5,
4,6,1,4,2,
1,2,2,1,2,
2,5,5,1,1,
7,3,2,15,8,
6,3,2,3,2,
3,3,3,3,2,
5,4,1,3,14,
2,5,1,2,2,
6,6,7,5,5,
6,6,5,2,2,
1,7,2,2,7,
7,3,2,15,8,
6,3,2,3,2,
3,3,3,3,2,
5,4,1,3,14,
2,5,1,2,2,
