fp3,fp2,fp1,qp,race,
14,12,14,12,20,
17,7,,13,20,
12,14,8,15,14,
14,12,13,15,20,
10,20,20,7,12,

12,7,16,12,16,
14,12,17,19,9,
15,8,9,12,20,
11,9,8,20,20,
9,8,7,7,6,
10,11,13,10,20,
12,8,15,19,17,
4,7,8,8,20,
11,5,3,10,11,
8,11,12,20,11,
13,7,20,8,20,
16,7,8,18,10,
6,10,10,6,8,
7,10,7,11,9,
10,8,8,10,5,
10,9,11,13,7,
12,10,12,13,7,
11,6,7,12,7,
9,12,6,8,8,
15,9,17,7,20,
13,10,7,14,20,
4,8,16,16,16,
10,8,8,10,5,
10,9,11,13,7,
12,10,12,13,7,
11,6,7,12,7,
9,12,6,8,8,
