fp3,fp2,fp1,qp,race,

,












16,15,9,15,14,
16,18,14,13,

20,19,20,13,
16,16,19,19,12,
18,15,14,17,16,
11,17,11,20,20,
9,8,7,5,4,
16,12,11,17,18,
13,15,9,17,12,
10,14,10,12,20,
8,14,14,10,7,
15,18,10,19,11,
7,10,8,14,20,
11,17,11,20,20,
9,8,7,5,4,
16,12,11,17,18,
13,15,9,17,12,
10,14,10,12,20,
