fp3,fp2,fp1,qp,race,
3,1,1,1,2,
4,20,,1,1,
2,5,10,2,2,
4,4,3,4,4,
3,1,1,1,1,
5,8,1,13,7,
3,2,1,1,1,
3,10,5,1,5,
2,1,1,8,4,
1,2,2,1,1,
5,5,3,4,4,
3,1,2,1,1,
20,2,1,1,1,
3,3,4,5,1,
5,6,6,1,2,
2,1,2,1,1,
1,1,1,1,1,
2,2,2,3,9,
2,1,1,4,
1,1,2,2,2,
8,1,1,1,2,
4,4,5,9,3,
5,1,1,4,4,
2,5,4,2,1,
1,1,2,1,1,
5,4,3,3,3,
4,4,2,4,5,
12,1,1,1,1,
8,1,1,1,2,
4,4,5,9,3,
5,1,1,4,4,
2,5,4,2,1,
1,1,2,1,1,
